5.9177e+05,8.2549e+05,109.3,5.9177e+05,6.7958e+05,7.5403,0.31382,0.79669,1.4591e+05,229.17,0.99974,0.019699
5.9179e+05,8.2644e+05,109.18,5.9179e+05,6.8006e+05,7.4796,0.31129,0.75788,1.4638e+05,228.09,0.99974,0.019946
5.9181e+05,8.2737e+05,109.06,5.9181e+05,6.8053e+05,7.4194,0.30878,0.72095,1.4683e+05,227.01,0.99974,0.020195
5.9182e+05,8.2827e+05,108.94,5.9182e+05,6.8098e+05,7.3597,0.30629,0.68582,1.4728e+05,225.94,0.99974,0.020445
5.9184e+05,8.2915e+05,108.82,5.9184e+05,6.8142e+05,7.3004,0.30382,0.65241,1.4772e+05,224.88,0.99974,0.020698
5.9185e+05,8.3e+05,108.7,5.9185e+05,6.8184e+05,7.2417,0.30137,0.62062,1.4816e+05,223.82,0.99974,0.020953
5.9187e+05,8.3083e+05,108.59,5.9187e+05,6.8225e+05,7.1834,0.29894,0.59038,1.4858e+05,222.77,0.99974,0.021209
5.9188e+05,8.3164e+05,108.47,5.9188e+05,6.8265e+05,7.1256,0.29653,0.56162,1.4899e+05,221.73,0.99974,0.021467
5.9189e+05,8.3243e+05,108.35,5.9189e+05,6.8304e+05,7.0682,0.29414,0.53425,1.494e+05,220.7,0.99974,0.021728
5.9191e+05,8.332e+05,108.23,5.9191e+05,6.8341e+05,7.0113,0.29177,0.50823,1.4979e+05,219.68,0.99974,0.02199
5.9192e+05,8.3395e+05,108.11,5.9192e+05,6.8377e+05,6.9549,0.28942,0.48346,1.5018e+05,218.66,0.99974,0.022254
5.9193e+05,8.3467e+05,107.99,5.9193e+05,6.8411e+05,6.8989,0.28708,0.45991,1.5056e+05,217.65,0.99974,0.02252
5.9194e+05,8.3538e+05,107.87,5.9194e+05,6.8445e+05,6.8434,0.28477,0.4375,1.5093e+05,216.65,0.99974,0.022787
5.9195e+05,8.3607e+05,107.76,5.9195e+05,6.8478e+05,6.7883,0.28247,0.41619,1.5129e+05,215.65,0.99974,0.023057
5.9196e+05,8.3674e+05,107.64,5.9196e+05,6.8509e+05,6.7337,0.2802,0.39591,1.5165e+05,214.66,0.99974,0.023328
5.9197e+05,8.374e+05,107.52,5.9197e+05,6.854e+05,6.6795,0.27794,0.37662,1.52e+05,213.68,0.99974,0.0236
5.9198e+05,8.3803e+05,107.4,5.9198e+05,6.8569e+05,6.6257,0.2757,0.35827,1.5234e+05,212.71,0.99974,0.023875
5.9199e+05,8.3865e+05,107.28,5.9198e+05,6.8598e+05,6.5724,0.27347,0.34082,1.5267e+05,211.74,0.99974,0.024151
5.9199e+05,8.3925e+05,107.17,5.9199e+05,6.8626e+05,6.5195,0.27127,0.32421,1.53e+05,210.78,0.99974,0.024429
5.92e+05,8.3984e+05,107.05,5.92e+05,6.8652e+05,6.467,0.26908,0.30841,1.5332e+05,209.83,0.99975,0.024709
5.9201e+05,8.4041e+05,106.93,5.9201e+05,6.8678e+05,6.415,0.26691,0.29339,1.5363e+05,208.88,0.99975,0.02499
5.9201e+05,8.4097e+05,106.82,5.9201e+05,6.8703e+05,6.3634,0.26476,0.27909,1.5393e+05,207.94,0.99975,0.025273
5.9202e+05,8.4151e+05,106.7,5.9202e+05,6.8728e+05,6.3121,0.26262,0.26549,1.5423e+05,207.01,0.99975,0.025557
5.9203e+05,8.4204e+05,106.58,5.9203e+05,6.8751e+05,6.2613,0.26051,0.25256,1.5453e+05,206.09,0.99975,0.025843
5.9203e+05,8.4255e+05,106.46,5.9203e+05,6.8774e+05,6.211,0.25841,0.24025,1.5481e+05,205.17,0.99975,0.02613
5.9204e+05,8.4305e+05,106.35,5.9204e+05,6.8796e+05,6.161,0.25632,0.22855,1.5509e+05,204.25,0.99975,0.026419
5.9204e+05,8.4353e+05,106.23,5.9204e+05,6.8817e+05,6.1114,0.25425,0.21741,1.5536e+05,203.35,0.99975,0.026709
5.9205e+05,8.4401e+05,106.12,5.9205e+05,6.8838e+05,6.0622,0.2522,0.20682,1.5563e+05,202.45,0.99975,0.027001
5.9205e+05,8.4447e+05,106,5.9205e+05,6.8857e+05,6.0134,0.25017,0.19674,1.5589e+05,201.56,0.99975,0.027294
5.9205e+05,8.4491e+05,105.88,5.9205e+05,6.8877e+05,5.9651,0.24815,0.18716,1.5615e+05,200.67,0.99975,0.027588
5.9206e+05,8.4535e+05,105.77,5.9206e+05,6.8895e+05,5.9171,0.24615,0.17804,1.564e+05,199.79,0.99975,0.027884
5.9206e+05,8.4577e+05,105.65,5.9206e+05,6.8913e+05,5.8695,0.24417,0.16937,1.5664e+05,198.91,0.99975,0.028181
5.9207e+05,8.4619e+05,105.54,5.9207e+05,6.8931e+05,5.8222,0.2422,0.16112,1.5688e+05,198.05,0.99975,0.028479
5.9207e+05,8.4659e+05,105.42,5.9207e+05,6.8948e+05,5.7754,0.24025,0.15327,1.5711e+05,197.18,0.99975,0.028779
5.9207e+05,8.4698e+05,105.3,5.9207e+05,6.8964e+05,5.7289,0.23831,0.1458,1.5734e+05,196.33,0.99975,0.02908
5.9208e+05,8.4736e+05,105.19,5.9208e+05,6.898e+05,5.6828,0.23639,0.1387,1.5756e+05,195.48,0.99975,0.029381
5.9208e+05,8.4773e+05,105.07,5.9208e+05,6.8995e+05,5.6371,0.23448,0.13194,1.5778e+05,194.64,0.99975,0.029684
5.9208e+05,8.4809e+05,104.96,5.9208e+05,6.901e+05,5.5917,0.23259,0.12551,1.58e+05,193.8,0.99975,0.029988
5.9208e+05,8.4844e+05,104.84,5.9208e+05,6.9024e+05,5.5468,0.23072,0.11939,1.582e+05,192.97,0.99975,0.030293
5.9209e+05,8.4878e+05,104.73,5.9209e+05,6.9038e+05,5.5021,0.22886,0.11358,1.5841e+05,192.14,0.99975,0.030599
5.9209e+05,8.4912e+05,104.61,5.9209e+05,6.9051e+05,5.4579,0.22701,0.10804,1.5861e+05,191.32,0.99975,0.030906
5.9209e+05,8.4944e+05,104.5,5.9209e+05,6.9064e+05,5.414,0.22518,0.10278,1.588e+05,190.51,0.99975,0.031214
5.9209e+05,8.4976e+05,104.39,5.9209e+05,6.9076e+05,5.3704,0.22336,0.09777,1.5899e+05,189.7,0.99975,0.031523
5.921e+05,8.5006e+05,104.27,5.9209e+05,6.9089e+05,5.3272,0.22156,0.093007,1.5918e+05,188.9,0.99975,0.031832
5.921e+05,8.5036e+05,104.16,5.921e+05,6.91e+05,5.2844,0.21978,0.088475,1.5936e+05,188.1,0.99976,0.032142
5.921e+05,8.5065e+05,104.04,5.921e+05,6.9112e+05,5.2418,0.218,0.084165,1.5953e+05,187.31,0.99976,0.032453
5.921e+05,8.5093e+05,103.93,5.921e+05,6.9123e+05,5.1997,0.21625,0.080064,1.5971e+05,186.53,0.99976,0.032765
5.921e+05,8.5121e+05,103.81,5.921e+05,6.9133e+05,5.1579,0.2145,0.076163,1.5988e+05,185.75,0.99976,0.033078
5.921e+05,8.5147e+05,103.7,5.921e+05,6.9143e+05,5.1164,0.21277,0.072452,1.6004e+05,184.97,0.99976,0.033391
5.921e+05,8.5173e+05,103.59,5.921e+05,6.9153e+05,5.0752,0.21106,0.068923,1.602e+05,184.2,0.99976,0.033704
5.9211e+05,8.5199e+05,103.47,5.9211e+05,6.9163e+05,5.0344,0.20936,0.065564,1.6036e+05,183.44,0.99976,0.034018
5.9211e+05,8.5223e+05,103.36,5.9211e+05,6.9172e+05,4.9939,0.20767,0.06237,1.6051e+05,182.68,0.99976,0.034333
5.9211e+05,8.5247e+05,103.25,5.9211e+05,6.9181e+05,4.9537,0.20599,0.059331,1.6066e+05,181.93,0.99976,0.034648
5.9211e+05,8.5271e+05,103.13,5.9211e+05,6.919e+05,4.9139,0.20433,0.056441,1.6081e+05,181.18,0.99976,0.034963
5.9211e+05,8.5293e+05,103.02,5.9211e+05,6.9198e+05,4.8744,0.20268,0.053691,1.6095e+05,180.44,0.99976,0.035279
5.9211e+05,8.5316e+05,102.91,5.9211e+05,6.9206e+05,4.8352,0.20105,0.051075,1.6109e+05,179.7,0.99976,0.035595
5.9211e+05,8.5337e+05,102.8,5.9211e+05,6.9214e+05,4.7963,0.19943,0.048586,1.6123e+05,178.97,0.99976,0.035912
5.9211e+05,8.5358e+05,102.68,5.9211e+05,6.9222e+05,4.7577,0.19782,0.046219,1.6136e+05,178.24,0.99976,0.036228
5.9211e+05,8.5378e+05,102.57,5.9211e+05,6.9229e+05,4.7194,0.19623,0.043968,1.615e+05,177.52,0.99976,0.036545
5.9211e+05,8.5398e+05,102.46,5.9211e+05,6.9236e+05,4.6815,0.19464,0.041825,1.6162e+05,176.8,0.99976,0.036862
