mu,beta,c,epsilon,n,d,f,alpha,a,kA,e_T,e_R,g,b_T,b_R,Error,EntryNumber,error2
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,3.797e+05,2.1662e-08,7.437e+08,1.6357e+06,6.6599e+06,0.95888,1.0608e+05,49275,9.1787e+13,81,9.1787e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,4.4719e+05,1.5151e-08,7.0271e+08,1.2019e+06,5.2505e+06,0.92039,3.3986e+05,18303,9.1891e+13,82,9.1891e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,1.0666e+05,1.6923e-08,3.9891e+08,6.6521e+06,9.3862e+06,0.94951,18442,16792,9.1775e+13,83,9.1775e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,500.38,2.7183e-09,7.9467e+08,6.9587e+05,7.6763e+06,0.94938,4.4269e+05,2.3232e+05,9.1776e+13,84,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,3967.3,2.9261e-08,6.4207e+08,7.8528e+06,8.4511e+06,0.94937,57353,28036,9.1776e+13,85,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,4.0426e+05,3.116e-11,9.509e+08,4.5963e+05,4.1938e+06,0.94935,2.8262e+05,5e+05,9.1776e+13,86,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,92187,2.1237e-08,3.7039e+08,2.6532e+06,9.2458e+06,0.94939,88420,4.7873e+05,9.1776e+13,87,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,4.4276e+05,1.7804e-13,8.7521e+07,7.1667e+06,8.2531e+06,0.94937,4.4531e+05,2.8793e+05,9.1776e+13,88,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,2.6637e+05,2.9266e-08,5.7551e+08,7.9071e+06,9.8428e+06,0.94671,2.2842e+05,25391,9.1776e+13,89,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,8468.2,1.5914e-08,8.7106e+07,6.9701e+06,7.9751e+06,0.90924,2849.5,0.99233,9.1939e+13,90,9.1939e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,1942.7,2.9265e-08,8.9901e+08,1.2109e+06,6.1472e+06,0.94941,1.0276e+05,34396,9.1776e+13,91,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,4.4487e+05,3.2581e-12,4.1065e+08,3.3566e+06,6.6261e+06,0.94938,4.6546e+05,5e+05,9.1776e+13,92,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,1.7006e+05,2.7196e-08,6.8019e+08,5.5184e+06,5.836e+06,0.94947,4.1296e+05,3.1859e+05,9.1776e+13,93,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,2.6376e+05,5.7737e-14,7.1958e+08,3.1065e+06,6.926e+06,0.94941,2.0904e+05,4.8097e+05,9.1776e+13,94,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,3.9144e+05,2.0304e-08,9.8412e+06,7.0434e+06,7.2951e+06,0.77095,21330,1.8909e+05,9.7984e+13,95,9.7984e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,1.3955e+05,5.2644e-11,6.7304e+08,7.6514e+06,9.3255e+06,0.91271,2.1164e+05,10.066,9.1879e+13,96,9.188e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,19955,2.9135e-08,9.9129e+07,5.5962e+06,7.6924e+06,0.94936,43686,26886,9.1776e+13,97,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,1.5664e+05,4.0076e-11,3.3898e+08,4.8565e+06,8.9445e+06,0.94943,3.142e+05,50786,9.1776e+13,98,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,4.5887e+05,1.3999e-10,9.2736e+08,1.1793e+06,7.3022e+06,0.9383,3.3633,4.8558e+05,9.1773e+13,99,9.1773e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,486.18,2.9205e-08,3.9831e+08,4.891e+06,6.93e+06,0.94938,2.764e+05,4.3146e+05,9.1776e+13,100,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,4.6014e+05,5.169e-11,8.3781e+08,5.902e+06,6.5949e+06,0.93457,0.0031071,2.7752e+05,8.8231e+13,101,8.8231e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,49653,2.9261e-08,4.5136e+08,1.3689e+06,8.3683e+06,0.94938,1.5401e+05,3.5403e+05,9.1776e+13,102,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,3441.7,1.8483e-11,3.6618e+08,4.4972e+06,9.6398e+06,0.94938,4.9996e+05,3.2049e+05,9.1776e+13,103,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,104.83,2.9249e-08,1.8924e+08,8.3228e+05,9.7488e+06,0.94938,1.9762e+05,2.9071e+05,9.1776e+13,104,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,3.436e+05,8.0213e-09,4.0351e+08,4.8604e+05,3.4238e+06,0.92756,3.7422e+05,380.59,9.1834e+13,105,9.1834e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,3.6798e+05,2.3257e-08,5.4492e+08,1.9548e+06,7.2017e+06,0.21282,1.5183e+05,23096,1.4383e+15,106,1.4383e+15
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,4.1151e+05,1.3188e-09,5.8245e+08,4.7069e+06,5.614e+06,0.89642,0.017643,3.7246e+05,8.9842e+13,107,8.9842e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,40016,5.319e-09,5.0391e+08,1095.9,5.6134e+06,0.94904,4.3879e+05,1.776,9.164e+13,108,9.164e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,1.5702e+05,6.2622e-14,9.809e+08,2.6314e+05,4.4664e+06,0.94938,3.0998e+05,4.4433e+05,9.1776e+13,109,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,2.9788e+05,2.9266e-08,3.7234e+08,8.7392e+06,9.4069e+06,0.9493,1.4817e+05,4.9994e+05,9.1776e+13,110,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,62572,1.583e-09,6.539e+08,4.7949e+06,7.5194e+06,0.94984,8.4187,4.9993e+05,9.1768e+13,111,9.1768e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,4.7675e+05,3.2486e-15,9.8798e+08,8.785e+06,9.1693e+06,0.94937,1.2484e+05,1.8053e+05,9.1776e+13,112,9.1776e+13
