Population,Hour,SimulationValue,CellValue,RsquareValue,PctContribution
TregCT,216,5603.96431395689,3252.68464544439,0.522546156768488,0.000581481530405563
TregCT,216,5603.96431395689,6174.28087360804,0.00853216410035581,9.49446431570327e-06
TregCT,216,5603.96431395689,4976.95984447317,0.0158713182355392,1.7661365025107e-05
TregCT,288,17926.0808244699,78496.7539325135,0.595417238593084,0.000662571377939258
TregCT,288,17926.0808244699,22785.3843144723,0.0454815578357662,5.0611195801575e-05
TregCT,288,17926.0808244699,430140.513193451,0.918386917301869,0.00102196719516538
TregCT,336,37077.4817825764,160449.291909116,0.591229729356914,0.000657911580431047
TregCT,336,37077.4817825764,24865.421026544,0.241204984455927,0.000268409291095451
TregCT,336,37077.4817825764,35653.9913116317,0.00159401652691305,1.77379769720862e-06
TregCT,336,37077.4817825764,446528.21736294,0.840824765004488,0.000935657194727629
TregCT,336,37077.4817825764,332135.293473713,0.789194736087343,0.00087820407247086
TregCT,336,37077.4817825764,160449.291909116,0.591229729356914,0.000657911580431047
TregCT,336,37077.4817825764,24865.421026544,0.241204984455927,0.000268409291095451
TregCT,336,37077.4817825764,35653.9913116317,0.00159401652691305,1.77379769720862e-06
TregCT,336,37077.4817825764,446528.21736294,0.840824765004488,0.000935657194727629
TregCT,336,37077.4817825764,332135.293473713,0.789194736087343,0.00087820407247086
TregCT,336,37077.4817825764,160449.291909116,0.591229729356914,0.000657911580431047
TregCT,336,37077.4817825764,24865.421026544,0.241204984455927,0.000268409291095451
TregCT,336,37077.4817825764,35653.9913116317,0.00159401652691305,1.77379769720862e-06
TregCT,336,37077.4817825764,446528.21736294,0.840824765004488,0.000935657194727629
TregCT,336,37077.4817825764,332135.293473713,0.789194736087343,0.00087820407247086
TregCT,432,130794.262437904,158041.780479337,0.0297241928363897,3.30766362295371e-05
TregCT,432,130794.262437904,201884.395773617,0.123997563868536,0.000137982630378013
TregCT,432,130794.262437904,1027553.52141681,0.761627882940538,0.000847528091509869
TregCT,432,130794.262437904,361119.596244343,0.406800339009947,0.00045268131940698
TregCT,432,130794.262437904,94355.2450257827,0.149142432341896,0.000165963463099388
TregCT,432,130794.262437904,158041.780479337,0.0297241928363897,3.30766362295371e-05
TregCT,432,130794.262437904,201884.395773617,0.123997563868536,0.000137982630378013
TregCT,432,130794.262437904,1027553.52141681,0.761627882940538,0.000847528091509869
TregCT,432,130794.262437904,361119.596244343,0.406800339009947,0.00045268131940698
TregCT,432,130794.262437904,94355.2450257827,0.149142432341896,0.000165963463099388
TregCT,432,130794.262437904,158041.780479337,0.0297241928363897,3.30766362295371e-05
TregCT,432,130794.262437904,201884.395773617,0.123997563868536,0.000137982630378013
TregCT,432,130794.262437904,1027553.52141681,0.761627882940538,0.000847528091509869
TregCT,432,130794.262437904,361119.596244343,0.406800339009947,0.00045268131940698
TregCT,432,130794.262437904,94355.2450257827,0.149142432341896,0.000165963463099388
ThyNaive,96,4803.38211675786,172760.45983458,0.945165621877295,0.0010517661362103
ThyNaive,96,4803.38211675786,48666.8237718311,0.812342926735221,0.000903963032037778
ThyNaive,96,4803.38211675786,30604.7868378448,0.710735460892256,0.000790895767120213
ThyNaive,168,15922.2212502111,113973.514374927,0.740114258917179,0.000823588053180938
ThyNaive,168,15922.2212502111,153450.183389108,0.803243448339284,0.000893837268877863
ThyNaive,168,15922.2212502111,148713.195282311,0.797329996116698,0.000887256867885855
ThyNaive,168,15922.2212502111,163370.195295114,0.814576661475231,0.000906448698573293
ThyNaive,216,34631.8472672684,101494.352404482,0.433991810959111,0.000482939581798115
ThyNaive,216,34631.8472672684,136207.701887163,0.556131684628507,0.000618855002368873
ThyNaive,216,34631.8472672684,209995.677633797,0.697363695635486,0.000776015867182157
ThyNaive,216,34631.8472672684,135558.234547466,0.55431629702155,0.000616834866252093
ThyNaive,288,102996.537491232,157136.000745969,0.118707046628946,0.000132095422097432
ThyNaive,288,102996.537491232,65219.4920853617,0.335506664732209,0.000373346787346454
ThyNaive,288,102996.537491232,970055.30360173,0.798921443270211,0.000889027806422858
ThyNaive,336,195076.069180507,210043.800172877,0.00507799424415481,5.65071587693255e-06
ThyNaive,336,195076.069180507,40339.5312612276,14.7137731655693,0.0163732662225782
ThyNaive,336,195076.069180507,76041.134200728,2.4504830683312,0.00272686082626275
ThyNaive,336,195076.069180507,733762.647088127,0.538965678083834,0.000599752927600441
ThyNaive,336,195076.069180507,683678.401358467,0.510748795688833,0.000568353603835846
ThyNaive,336,195076.069180507,210043.800172877,0.00507799424415481,5.65071587693255e-06
ThyNaive,336,195076.069180507,40339.5312612276,14.7137731655693,0.0163732662225782
ThyNaive,336,195076.069180507,76041.134200728,2.4504830683312,0.00272686082626275
ThyNaive,336,195076.069180507,733762.647088127,0.538965678083834,0.000599752927600441
ThyNaive,336,195076.069180507,683678.401358467,0.510748795688833,0.000568353603835846
ThyNaive,336,195076.069180507,210043.800172877,0.00507799424415481,5.65071587693255e-06
ThyNaive,336,195076.069180507,40339.5312612276,14.7137731655693,0.0163732662225782
ThyNaive,336,195076.069180507,76041.134200728,2.4504830683312,0.00272686082626275
ThyNaive,336,195076.069180507,733762.647088127,0.538965678083834,0.000599752927600441
ThyNaive,336,195076.069180507,683678.401358467,0.510748795688833,0.000568353603835846
ThyNaive,432,501331.100759852,916219.903678334,0.205051988069653,0.000228178778641886
ThyNaive,432,501331.100759852,422159.338422235,0.0351712516088057,3.91380415813266e-05
ThyNaive,432,501331.100759852,997080.451146007,0.247208787523178,0.000275090233153065
ThyNaive,432,501331.100759852,685691.737900479,0.0722900570684772,8.04432918945133e-05
ThyNaive,432,501331.100759852,235457.426447248,1.27504610579181,0.00141885219387798
ThyNaive,432,501331.100759852,916219.903678334,0.205051988069653,0.000228178778641886
ThyNaive,432,501331.100759852,422159.338422235,0.0351712516088057,3.91380415813266e-05
ThyNaive,432,501331.100759852,997080.451146007,0.247208787523178,0.000275090233153065
ThyNaive,432,501331.100759852,685691.737900479,0.0722900570684772,8.04432918945133e-05
ThyNaive,432,501331.100759852,235457.426447248,1.27504610579181,0.00141885219387798
ThyNaive,432,501331.100759852,916219.903678334,0.205051988069653,0.000228178778641886
ThyNaive,432,501331.100759852,422159.338422235,0.0351712516088057,3.91380415813266e-05
ThyNaive,432,501331.100759852,997080.451146007,0.247208787523178,0.000275090233153065
ThyNaive,432,501331.100759852,685691.737900479,0.0722900570684772,8.04432918945133e-05
ThyNaive,432,501331.100759852,235457.426447248,1.27504610579181,0.00141885219387798
ActivatedNaive,96,30740.3609351751,72816.4033493415,0.333896080287681,0.000371554553118872
ActivatedNaive,96,30740.3609351751,16786.1741079978,0.691043871604944,0.000768983261733675
ActivatedNaive,96,30740.3609351751,21221.5116900814,0.201194573580896,0.00022388630562055
ActivatedNaive,168,102522.560346102,72154.5886339831,0.177134706603167,0.000197112846299592
ActivatedNaive,168,102522.560346102,107529.683340992,0.00216830207452637,2.41285404618478e-06
ActivatedNaive,168,102522.560346102,96264.370698433,0.0042263580548857,4.703027891344e-06
ActivatedNaive,168,102522.560346102,110017.118039804,0.00464057168730786,5.16395861253654e-06
ActivatedNaive,216,222344.560250021,29248.9459219884,43.5837285438711,0.0484993198135776
ActivatedNaive,216,222344.560250021,36167.9756778612,26.4973055505496,0.0294858044281506
ActivatedNaive,216,222344.560250021,74245.6389465991,3.97888962983117,0.00442764873743795
ActivatedNaive,216,222344.560250021,48961.1042757066,12.5404436726886,0.0139548177406086
ActivatedNaive,288,649370.356324955,299309.26076743,1.36787806898424,0.00152215421098879
ActivatedNaive,288,649370.356324955,473324.429198935,0.138335652950311,0.000153937840983563
ActivatedNaive,288,649370.356324955,3345231.11144113,0.649445420458032,0.000722693128848584
ActivatedNaive,336,1184449.88254641,871384.195313689,0.129077808597886,0.000143635850561137
ActivatedNaive,336,1184449.88254641,270846.624388558,11.3780653786064,0.0126613405987365
ActivatedNaive,336,1184449.88254641,307451.511661873,8.13662513301681,0.00905431448188636
ActivatedNaive,336,1184449.88254641,5860574.85014489,0.636636866023655,0.000708439961471286
ActivatedNaive,336,1184449.88254641,1466990.36492807,0.03709427110595,4.12779488521298e-05
ActivatedNaive,336,1184449.88254641,871384.195313689,0.129077808597886,0.000143635850561137
ActivatedNaive,336,1184449.88254641,270846.624388558,11.3780653786064,0.0126613405987365
ActivatedNaive,336,1184449.88254641,307451.511661873,8.13662513301681,0.00905431448188636
ActivatedNaive,336,1184449.88254641,5860574.85014489,0.636636866023655,0.000708439961471286
ActivatedNaive,336,1184449.88254641,1466990.36492807,0.03709427110595,4.12779488521298e-05
ActivatedNaive,336,1184449.88254641,871384.195313689,0.129077808597886,0.000143635850561137
ActivatedNaive,336,1184449.88254641,270846.624388558,11.3780653786064,0.0126613405987365
ActivatedNaive,336,1184449.88254641,307451.511661873,8.13662513301681,0.00905431448188636
ActivatedNaive,336,1184449.88254641,5860574.85014489,0.636636866023655,0.000708439961471286
ActivatedNaive,336,1184449.88254641,1466990.36492807,0.03709427110595,4.12779488521298e-05
ActivatedNaive,432,2436176.71961352,4877139.22074996,0.250490874811416,0.000278742490689684
ActivatedNaive,432,2436176.71961352,2247200.00569559,0.00707185147802497,7.86945031932304e-06
ActivatedNaive,432,2436176.71961352,5294568.28884985,0.291462265418291,0.000324334840005316
ActivatedNaive,432,2436176.71961352,4801159.94903672,0.242640773439349,0.000270007015554057
ActivatedNaive,432,2436176.71961352,1308346.22448779,0.743091503124394,0.000826901085906522
ActivatedNaive,432,2436176.71961352,4877139.22074996,0.250490874811416,0.000278742490689684
ActivatedNaive,432,2436176.71961352,2247200.00569559,0.00707185147802497,7.86945031932304e-06
ActivatedNaive,432,2436176.71961352,5294568.28884985,0.291462265418291,0.000324334840005316
ActivatedNaive,432,2436176.71961352,4801159.94903672,0.242640773439349,0.000270007015554057
ActivatedNaive,432,2436176.71961352,1308346.22448779,0.743091503124394,0.000826901085906522
ActivatedNaive,432,2436176.71961352,4877139.22074996,0.250490874811416,0.000278742490689684
ActivatedNaive,432,2436176.71961352,2247200.00569559,0.00707185147802497,7.86945031932304e-06
ActivatedNaive,432,2436176.71961352,5294568.28884985,0.291462265418291,0.000324334840005316
ActivatedNaive,432,2436176.71961352,4801159.94903672,0.242640773439349,0.000270007015554057
ActivatedNaive,432,2436176.71961352,1308346.22448779,0.743091503124394,0.000826901085906522
ThyTregs,96,13.6049567325647,72.3591482170055,0.659311751904499,0.000733672234588178
ThyTregs,96,13.6049567325647,8.60525934145941,0.337566632781049,0.000375639088912756
ThyTregs,96,13.6049567325647,12.8313693514003,0.00363473490058343,4.04467851353111e-06
ThyTregs,168,15.9527587914074,126.101806035499,0.76299005408645,0.000849043895142408
ThyTregs,168,15.9527587914074,119.747789679103,0.751308172799675,0.000836044472755192
ThyTregs,168,15.9527587914074,26.2357053767864,0.153620675113047,0.000170946784527298
ThyTregs,168,15.9527587914074,37.8580363674873,0.33479684242924,0.000372556907727782
ThyTregs,216,26.6265183638534,52.5976821535312,0.243808930672704,0.000271306923412927
ThyTregs,216,26.6265183638534,58.1393829877591,0.293788593900626,0.00032692354346933
ThyTregs,216,26.6265183638534,151.536305287966,0.67945319728696,0.000756085333094158
ThyTregs,216,26.6265183638534,164.356791383631,0.702236676709507,0.000781438447476465
ThyTregs,288,76.5110707414835,553.559780911819,0.742670877830984,0.000826433020385092
ThyTregs,288,76.5110707414835,470.721550109946,0.701339287229604,0.000780439845914891
ThyTregs,288,76.5110707414835,10141.8738118936,0.984968760315072,0.00109605847202399
ThyTregs,336,159.877381397688,3805.7232426261,0.917745369738938,0.001021253290654
ThyTregs,336,159.877381397688,563.106570049376,0.512770149221222,0.000570602935747065
ThyTregs,336,159.877381397688,651.167994276786,0.569234009616646,0.000633435073214843
ThyTregs,336,159.877381397688,10457.0864947849,0.969655944495371,0.00107901860011541
ThyTregs,336,159.877381397688,17249.6071771831,0.981548974327183,0.00109225298543847
ThyTregs,336,159.877381397688,3805.7232426261,0.917745369738938,0.001021253290654
ThyTregs,336,159.877381397688,563.106570049376,0.512770149221222,0.000570602935747065
ThyTregs,336,159.877381397688,651.167994276786,0.569234009616646,0.000633435073214843
ThyTregs,336,159.877381397688,10457.0864947849,0.969655944495371,0.00107901860011541
ThyTregs,336,159.877381397688,17249.6071771831,0.981548974327183,0.00109225298543847
ThyTregs,336,159.877381397688,3805.7232426261,0.917745369738938,0.001021253290654
ThyTregs,336,159.877381397688,563.106570049376,0.512770149221222,0.000570602935747065
ThyTregs,336,159.877381397688,651.167994276786,0.569234009616646,0.000633435073214843
ThyTregs,336,159.877381397688,10457.0864947849,0.969655944495371,0.00107901860011541
ThyTregs,336,159.877381397688,17249.6071771831,0.981548974327183,0.00109225298543847
ThyTregs,432,619.422509788645,3596.70782961655,0.685220884959895,0.000762503529480292
ThyTregs,432,619.422509788645,5330.28107653115,0.781087899191976,0.000869182905893311
ThyTregs,432,619.422509788645,24909.2701366977,0.950884078836112,0.00105812954939572
ThyTregs,432,619.422509788645,7527.45181419914,0.842194448149949,0.000937181357600664
ThyTregs,432,619.422509788645,2316.28282089252,0.536672091472682,0.000597200658799886
ThyTregs,432,619.422509788645,3596.70782961655,0.685220884959895,0.000762503529480292
ThyTregs,432,619.422509788645,5330.28107653115,0.781087899191976,0.000869182905893311
ThyTregs,432,619.422509788645,24909.2701366977,0.950884078836112,0.00105812954939572
ThyTregs,432,619.422509788645,7527.45181419914,0.842194448149949,0.000937181357600664
ThyTregs,432,619.422509788645,2316.28282089252,0.536672091472682,0.000597200658799886
ThyTregs,432,619.422509788645,3596.70782961655,0.685220884959895,0.000762503529480292
ThyTregs,432,619.422509788645,5330.28107653115,0.781087899191976,0.000869182905893311
ThyTregs,432,619.422509788645,24909.2701366977,0.950884078836112,0.00105812954939572
ThyTregs,432,619.422509788645,7527.45181419914,0.842194448149949,0.000937181357600664
ThyTregs,432,619.422509788645,2316.28282089252,0.536672091472682,0.000597200658799886
NaiveTregs,96,384.177404099976,3431.39368247567,0.788615783104846,0.00087755982227031
NaiveTregs,96,384.177404099976,828.918710584926,0.287866448324206,0.000320333468643487
NaiveTregs,96,384.177404099976,1064.09356606476,0.40827340877947,0.000454320529365529
NaiveTregs,168,1392.81101272883,5796.92889301749,0.577194153076252,0.000642293001535978
NaiveTregs,168,1392.81101272883,3632.42149769091,0.380147824503686,0.00042302280077946
NaiveTregs,168,1392.81101272883,2492.1575496309,0.1945889779524,0.000216535697821516
NaiveTregs,168,1392.81101272883,2110.77868073419,0.115697606978482,0.000128746562765202
NaiveTregs,216,3106.33940342714,2108.41031510589,0.224021189704044,0.000249287421876677
NaiveTregs,216,3106.33940342714,2657.1451906006,0.0285783883565839,3.18016021797541e-05
NaiveTregs,216,3106.33940342714,5532.72227676388,0.192327294463683,0.000214018930337386
NaiveTregs,216,3106.33940342714,4636.94564681402,0.108958960310371,0.000121247897763687
NaiveTregs,288,9737.01402143362,36343.5319293019,0.535946970121379,0.000596393754629557
NaiveTregs,288,9737.01402143362,6896.60827212616,0.169624917178921,0.000188756065198304
NaiveTregs,288,9737.01402143362,107345.715570516,0.826813654826276,0.000920065841344626
NaiveTregs,336,19604.614906122,28284.1351391972,0.094168495649849,0.000104789290395114
NaiveTregs,336,19604.614906122,9927.65255575058,0.950134228453284,0.0010572951271298
NaiveTregs,336,19604.614906122,9211.16371274798,1.27318220381541,0.0014167780716981
NaiveTregs,336,19604.614906122,43165.2976863542,0.297924530299189,0.000331525951496919
NaiveTregs,336,19604.614906122,29160.9328804553,0.107393589224532,0.000119505976283918
NaiveTregs,336,19604.614906122,28284.1351391972,0.094168495649849,0.000104789290395114
NaiveTregs,336,19604.614906122,9927.65255575058,0.950134228453284,0.0010572951271298
NaiveTregs,336,19604.614906122,9211.16371274798,1.27318220381541,0.0014167780716981
NaiveTregs,336,19604.614906122,43165.2976863542,0.297924530299189,0.000331525951496919
NaiveTregs,336,19604.614906122,29160.9328804553,0.107393589224532,0.000119505976283918
NaiveTregs,336,19604.614906122,28284.1351391972,0.094168495649849,0.000104789290395114
NaiveTregs,336,19604.614906122,9927.65255575058,0.950134228453284,0.0010572951271298
NaiveTregs,336,19604.614906122,9211.16371274798,1.27318220381541,0.0014167780716981
NaiveTregs,336,19604.614906122,43165.2976863542,0.297924530299189,0.000331525951496919
NaiveTregs,336,19604.614906122,29160.9328804553,0.107393589224532,0.000119505976283918
NaiveTregs,432,62144.1476275156,154445.072649721,0.357160968789081,0.000397443372307915
NaiveTregs,432,62144.1476275156,196554.114697086,0.467626021279096,0.000520367226873136
NaiveTregs,432,62144.1476275156,184402.16051386,0.439564545060549,0.000489140836772195
NaiveTregs,432,62144.1476275156,202707.683499348,0.480844801626851,0.000535076887497648
NaiveTregs,432,62144.1476275156,24751.282418827,2.28234911841875,0.00253976388708933
NaiveTregs,432,62144.1476275156,154445.072649721,0.357160968789081,0.000397443372307915
NaiveTregs,432,62144.1476275156,196554.114697086,0.467626021279096,0.000520367226873136
NaiveTregs,432,62144.1476275156,184402.16051386,0.439564545060549,0.000489140836772195
NaiveTregs,432,62144.1476275156,202707.683499348,0.480844801626851,0.000535076887497648
NaiveTregs,432,62144.1476275156,24751.282418827,2.28234911841875,0.00253976388708933
NaiveTregs,432,62144.1476275156,154445.072649721,0.357160968789081,0.000397443372307915
NaiveTregs,432,62144.1476275156,196554.114697086,0.467626021279096,0.000520367226873136
NaiveTregs,432,62144.1476275156,184402.16051386,0.439564545060549,0.000489140836772195
NaiveTregs,432,62144.1476275156,202707.683499348,0.480844801626851,0.000535076887497648
NaiveTregs,432,62144.1476275156,24751.282418827,2.28234911841875,0.00253976388708933
NaiveProl,96,297.991685246932,59717.2636616556,0.990044815471114,0.00110170703011274
NaiveProl,96,297.991685246932,11422.0978114939,0.948502537790143,0.00105547940621852
NaiveProl,96,297.991685246932,30284.3178657208,0.980417218112539,0.00109099358408758
NaiveProl,168,993.61282050096,30464.4857508425,0.93583287337589,0.00104138079357369
NaiveProl,168,993.61282050096,47572.0266443391,0.95866325880781,0.00106678610426011
NaiveProl,168,993.61282050096,36228.6244837219,0.945899832973141,0.0010525831553121
NaiveProl,168,993.61282050096,42302.1258036877,0.953574740169853,0.00106112367699552
NaiveProl,216,2182.90721842343,46525.0306854147,0.90836342108911,0.00101081319882971
NaiveProl,216,2182.90721842343,46476.1011669466,0.908269267165652,0.00101070842575504
NaiveProl,216,2182.90721842343,88762.6517521786,0.951419533800599,0.00105872539565386
NaiveProl,216,2182.90721842343,61458.5824313197,0.930224860181998,0.00103514028055435
NaiveProl,288,6741.30048124014,46473.1209610502,0.730925731349498,0.000813363197437532
NaiveProl,288,6741.30048124014,64859.3929572624,0.802928630417013,0.000893486944213007
NaiveProl,288,6741.30048124014,286894.774266729,0.953557197020527,0.00106110415524191
NaiveProl,336,13472.0605735101,51169.6218156791,0.542752829786635,0.000603967213246787
NaiveProl,336,13472.0605735101,17192.6023382818,0.0468305363541847,5.21123188759942e-05
NaiveProl,336,13472.0605735101,17846.8452473855,0.0600883734760766,6.68654412933137e-05
NaiveProl,336,13472.0605735101,726079.268584587,0.963235207874218,0.00107187370064875
NaiveProl,336,13472.0605735101,51169.6218156791,0.542752829786635,0.000603967213246787
NaiveProl,336,13472.0605735101,17192.6023382818,0.0468305363541847,5.21123188759942e-05
NaiveProl,336,13472.0605735101,17846.8452473855,0.0600883734760766,6.68654412933137e-05
NaiveProl,336,13472.0605735101,726079.268584587,0.963235207874218,0.00107187370064875
NaiveProl,336,13472.0605735101,51169.6218156791,0.542752829786635,0.000603967213246787
NaiveProl,336,13472.0605735101,17192.6023382818,0.0468305363541847,5.21123188759942e-05
NaiveProl,336,13472.0605735101,17846.8452473855,0.0600883734760766,6.68654412933137e-05
